politician,polltype,subgroup,start_date,end_date,pollster_rating_name,sample_size,raw_sample_size,population,weight,approve,disapprove,approve_adjusted,disapprove_adjusted,tracking,url,poll_id,question_id,created_at,timestamp,pollster_rating_id,subpopulation
Joe Biden,potus-approve,All polls,2023-05-31,2023-06-05,Verasight,2437,2437,a,1.3070490223641007,42,52,40.58601964590602,54.17203140617497,NA,https://verasight-variety-2023-05-ii.tiiny.co/,83038,174704,2023-06-20,2024-02-08T16:31:06Z,774,NA
Joe Biden,potus-approve,All polls,2023-06-02,2023-06-05,Global Strategy Group/GBAO (Navigator Research),1001,1001,rv,0.8376857945321883,40,55,38.617537573578176,53.479448545358764,NA,https://navigatorresearch.org/anti-transgender-laws-seen-as-attempt-to-control-americans-rights-and-freedoms/,83008,174556,2023-06-16,2024-02-08T16:31:06Z,413,NA
Joe Biden,potus-approve,All polls,2023-06-02,2023-06-05,Leger,1002,1002,a,0.838104114555531,40,58,39.10814210348787,57.106365787288375,NA,https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-june-7-2023/,82957,174175,2023-06-07,2024-02-08T16:31:06Z,572,NA
Joe Biden,potus-approve,All polls,2023-06-02,2023-06-05,Ipsos,1056,1056,a,0.8603914204737376,41,54,40.39497890855343,54.13598807632937,NA,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-june-2023,82956,174174,2023-06-07,2024-02-08T16:31:06Z,154,NA
Joe Biden,potus-approve,All polls,2023-05-29,2023-06-04,Morning Consult,7062,45000,a,1.2845982950052202,40,53,38.83794215693734,54.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82965,174214,2023-06-08,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-05-25,2023-06-04,Rasmussen Reports,1500,1500,lv,0.7250947216849343,44,54,42.53591844812355,51.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82933,174084,2023-06-05,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-05-31,2023-06-02,TIPP Insights,1358,1358,a,0.9756948147544554,40,51,40.16183059739699,55.87678297018339,NA,https://www.investors.com/politics/biden-approval-rating-slides-young-adults-turn-cool-amid-debt-ceiling-deal/,82935,174093,2023-06-05,2024-02-08T16:31:06Z,144,NA
Joe Biden,potus-approve,All polls,2023-05-31,2023-06-01,RMG Research,1000,1000,rv,0.59203736110449,42,56,41.06566124056903,55.20613519412983,NA,https://twitter.com/RMG_Research/status/1666879171417473037,82996,174315,2023-06-13,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-29,2023-06-01,Premise,1911,1911,a,0.4891271182996537,33,57,38.44163680551032,54.68983723951729,NA,https://projects.fivethirtyeight.com/polls/20230602_US_Premise.pdf,82930,174039,2023-06-02,2024-02-08T16:31:06Z,709,NA
Joe Biden,potus-approve,All polls,2023-05-01,2023-05-31,ActiVote,926,926,rv,0.8056930276597212,38,57,38.84918488795206,56.58364925256151,NA,https://www.activote.net/the-lefts-disapproval-of-joe-biden/,84897,188103,2023-12-08,2024-02-08T16:31:06Z,721,NA
Joe Biden,potus-approve,All polls,2023-05-31,2023-05-31,Redfield & Wilton Strategies,1500,1500,rv,1.0254387894119787,37,51,38.64152069591837,58.10485415411968,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-31-may-2023/,82932,174068,2023-06-02,2024-02-08T16:31:06Z,562,NA
Joe Biden,potus-approve,All polls,2023-05-27,2023-05-31,YouGov,1500,1500,a,0.5127193947059894,40,54,39.811355686811886,54.72123388150526,NA,https://docs.cdn.yougov.com/rs54vpy9kc/econtoplines.pdf,82912,173872,2023-05-31,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-25,2023-05-30,YouGov,1520,1520,a,0.5959712074444669,44,49,43.811355686811886,49.72123388150526,NA,https://news.yahoo.com/poll-no-bump-for-desantis-from-2024-launch-as-trump-continues-to-climb-215316347.html,82927,174011,2023-06-02,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-22,2023-05-28,Morning Consult,7062,45000,a,1.2845982950052202,40,52,38.83794215693734,53.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82921,173981,2023-06-01,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-05-26,2023-05-28,Big Village,1000,1000,a,0.8372672655055472,37.1,54.9,37.89723567581121,56.32328083309514,NA,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/05/Big-Village-Political-Poll-05.28.23.pdf,82911,173852,2023-05-31,2024-02-08T16:31:06Z,37,NA
Joe Biden,potus-approve,All polls,2023-05-24,2023-05-27,Morning Consult,1961,1961,rv,0.6769276931580098,44,53,41.83794215693734,53.668192611813865,NA,https://pro.morningconsult.com/instant-intel/tim-scott-gop-polling-2024,82915,173976,2023-06-01,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-05-25,2023-05-26,NewsNation,1000,1000,rv,0.8372672655055472,46.76,53.24,43.18698930998907,51.80685501017433,NA,https://www.newsnationnow.com/polls/newsnation-poll-economy-schools/,82950,174128,2023-06-06,2024-02-08T16:31:06Z,696,NA
Joe Biden,potus-approve,All polls,2023-05-22,2023-05-25,Echelon Insights,1035,1035,lv,0.8517934318091366,40,58,37.456457341040505,57.07751633289645,NA,https://echelonin.wpenginepowered.com/wp-content/uploads/May-2023-Omnibus-Topline-EXTERNAL.pdf,82897,173791,2023-05-26,2024-02-08T16:31:06Z,407,NA
Joe Biden,potus-approve,All polls,2023-05-22,2023-05-24,RMG Research,1000,1000,rv,0.4177733385696549,44,54,43.06566124056903,53.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83088,174997,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-01,2023-05-24,Gallup,1011,1011,a,0.8418596409734196,39,57,38.79488951266145,55.33058769233917,NA,https://news.gallup.com/poll/506483/amid-debt-crisis-ratings-biden-congress-low.aspx,82896,173779,2023-05-26,2024-02-08T16:31:06Z,112,NA
Joe Biden,potus-approve,All polls,2023-05-18,2023-05-24,Rasmussen Reports,1500,1500,lv,0.7250947216849343,43,55,41.53591844812355,52.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82888,173633,2023-05-25,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-24,McLaughlin & Associates,1000,1000,lv,0.8372672655055472,41,56,38.3194723280474,54.2069449371756,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-May-Presentation-RELEASE-05-24-23.pdf,82877,173587,2023-05-24,2024-02-08T16:31:06Z,203,NA
Joe Biden,potus-approve,All polls,2023-05-18,2023-05-23,Monmouth University Polling Institute,981,981,a,0.8292750815521234,41,53,42.01753464273193,52.9004888787745,NA,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_052423/,82872,173495,2023-05-24,2024-02-08T16:31:06Z,215,NA
Joe Biden,potus-approve,All polls,2023-05-20,2023-05-23,YouGov,1500,1500,a,0.5920373611044899,46,50,45.811355686811886,50.72123388150526,NA,https://docs.cdn.yougov.com/bdo96fldrz/econtoplines.pdf,82871,173461,2023-05-24,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-19,2023-05-22,Beacon Research/Shaw & Co. Research,1001,1001,rv,0.8376857945321883,42,58,39.25263505895304,56.27788606300432,NA,https://www.foxnews.com/official-polls/fox-news-poll-views-economy-are-going-bad-worse,82879,173760,2023-05-26,2024-02-08T16:31:06Z,103,NA
Joe Biden,potus-approve,All polls,2023-05-18,2023-05-22,Quinnipiac University,1819,1819,a,1.129224940390842,36,58,39.62695495552084,56.93165056520746,NA,https://poll.qu.edu/poll-release?releaseid=3872,82873,173526,2023-05-24,2024-02-08T16:31:06Z,267,NA
Joe Biden,potus-approve,All polls,2023-05-18,2023-05-21,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.59203736110449,40,58,38.617537573578176,56.479448545358764,NA,https://navigatorresearch.org/wp-content/uploads/2023/06/Navigator-Toplines-06.06.2023.pdf,83027,174558,2023-06-16,2024-02-08T16:31:06Z,413,NA
Joe Biden,potus-approve,All polls,2023-05-15,2023-05-21,Morning Consult,7062,45000,a,1.4039495191663738,42,51,40.83794215693734,52.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82885,173630,2023-05-25,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-20,SSRS,1227,1227,a,0.9274412183311223,40,60,38.64210584134225,56.81477342820395,NA,https://www.cnn.com/2023/05/23/politics/cnn-poll-debt-ceiling-increase-spending-cuts/index.html,82869,173442,2023-05-24,2024-02-08T16:31:06Z,297,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-20,American Research Group,1100,1100,a,0.8781333163454453,41,52,40.06943089292441,52.51230483845549,NA,https://web.archive.org/web/20230522143723/https://americanresearchgroup.com/economy/,82855,173400,2023-05-22,2024-02-08T16:31:06Z,9,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-19,YouGov,2188,2188,a,0.6192382507696562,41,59,40.811355686811886,59.72123388150526,NA,https://www.cbsnews.com/news/hosting-migrants-poll-2023-05-21/,82853,173380,2023-05-22,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-18,RMG Research,1000,1000,rv,0.4177733385696549,43,53,42.06566124056903,52.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83089,174998,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-08,2023-05-18,Marquette University Law School,1010,1010,a,0.841443187996675,39,61,37.321974938794625,58.03734050175449,NA,https://law.marquette.edu/poll/wp-content/uploads/2023/05/MLSPSC14PressRelease_NationalIssues.pdf,82870,173634,2023-05-25,2024-02-08T16:31:06Z,195,NA
Joe Biden,potus-approve,All polls,2023-05-15,2023-05-18,Marist College,1286,1286,a,0.9494773222246318,45,49,44.74545368808445,50.18784830788141,NA,https://maristpoll.marist.edu/polls/raising-the-u-s-debt-ceiling/,82866,173422,2023-05-23,2024-02-08T16:31:06Z,183,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-18,Harris Insights & Analytics,2004,2004,rv,1.185258205485126,43,54,40.35202398258512,53.974175800068444,NA,https://harvardharrispoll.com/wp-content/uploads/2023/05/HHP_May2023_KeyResults.pdf,82848,173319,2023-05-19,2024-02-08T16:31:06Z,133,NA
Joe Biden,potus-approve,All polls,2023-05-15,2023-05-17,RMG Research,1000,1000,rv,0.4186336327527736,41,57,40.06566124056903,56.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83090,174999,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-17,2023-05-17,Redfield & Wilton Strategies,1500,1500,rv,1.0254387894119787,40,45,41.64152069591837,52.10485415411968,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-17-may-2023/,82849,173320,2023-05-19,2024-02-08T16:31:06Z,562,NA
Joe Biden,potus-approve,All polls,2023-05-12,2023-05-17,The Bullfinch Group,1200,1200,a,0.9171803359561105,44,51,41.686809042873136,52.56931595834238,NA,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q2-nationwide-survey-1,82845,173309,2023-05-19,2024-02-08T16:31:06Z,692,NA
Joe Biden,potus-approve,All polls,2023-05-11,2023-05-17,Rasmussen Reports,1500,1500,lv,0.7250947216849343,42,56,40.53591844812355,53.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82842,173306,2023-05-18,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-05-13,2023-05-16,YouGov,1500,1500,a,0.5920373611044899,45,49,44.811355686811886,49.72123388150526,NA,https://docs.cdn.yougov.com/dkgt9j0k3y/econtoplines.pdf,82832,173253,2023-05-17,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-10,2023-05-15,RMG Research,1000,1000,rv,0.4186336327527736,44,52,43.06566124056903,51.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83091,175000,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-11,2023-05-15,AP-NORC,1680,1680,a,1.0852224086012918,40,59,37.88983933753547,57.06429873206551,NA,https://apnorc.org/projects/negative-views-of-the-direction-of-the-country-and-the-national-economy-persist/,82852,173378,2023-05-22,2024-02-08T16:31:06Z,397,NA
Joe Biden,potus-approve,All polls,2023-05-12,2023-05-15,Premise,2042,2042,a,1.1964429111652308,35,55,40.44163680551032,52.68983723951729,NA,https://projects.fivethirtyeight.com/polls/20230516_US_Premise.pdf,82827,173217,2023-05-16,2024-02-08T16:31:06Z,709,NA
Joe Biden,potus-approve,All polls,2023-05-08,2023-05-14,Clarity Campaign Labs,1122,1122,lv,0.8868711764971094,38,55,38.2471618525454,55.6337040382588,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/646e292e79a67c4836927252/1684941104097/Clarity+Omnibus+Overview+-+May+2023.pdf,82875,173572,2023-05-24,2024-02-08T16:31:06Z,52,NA
Joe Biden,potus-approve,All polls,2023-05-08,2023-05-14,Morning Consult,7062,45000,a,1.4039495191663738,42,51,40.83794215693734,52.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82837,173301,2023-05-18,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-05-10,2023-05-13,WPA Intelligence,1571,1571,rv,1.0494269295556937,46,54,42.890120937192826,54.47458794636528,NA,https://nypost.com/2023/05/17/biden-up-7-points-against-trump-in-2024-election-poll/,82834,173296,2023-05-17,2024-02-08T16:31:06Z,383,NA
Joe Biden,potus-approve,All polls,2023-05-10,2023-05-12,Big Village,1009,1009,a,0.841026528804009,35.7,54.1,36.49723567581121,55.52328083309514,NA,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/05/Big-Village-Political-Polling-05.12.23.pdf,82814,173152,2023-05-15,2024-02-08T16:31:06Z,37,NA
Joe Biden,potus-approve,All polls,2023-05-09,2023-05-11,RMG Research,1000,1000,rv,0.48339648112328953,43,54,42.06566124056903,53.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83092,175001,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-04,2023-05-10,Rasmussen Reports,1500,1500,lv,0.7250947216849343,44,54,42.53591844812355,51.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82797,173116,2023-05-11,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-05-06,2023-05-09,YouGov,1500,1500,a,0.2501937176503052,48,46,47.811355686811886,46.72123388150526,NA,https://docs.cdn.yougov.com/1qdiz6hera/econtoplines.pdf,82785,173025,2023-05-10,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-04,2023-05-08,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.8372672655055472,43,54,41.617537573578176,52.479448545358764,NA,https://navigatorresearch.org/wp-content/uploads/2023/06/Navigator-Toplines-06.06.2023.pdf,83026,174557,2023-06-16,2024-02-08T16:31:06Z,413,NA
Joe Biden,potus-approve,All polls,2023-05-05,2023-05-08,YouGov,1584,1584,a,0.608388607891706,43,48,42.811355686811886,48.72123388150526,NA,https://news.yahoo.com/new-yahoo-news-poll-shows-biden-still-leads-trump-for-2024-100012891.html,82786,173027,2023-05-10,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-05-05,2023-05-08,Leger,1002,1002,a,0.838104114555531,40,57,39.10814210348787,56.106365787288375,NA,https://leger360.com/surveys/legers-north-american-tracker-may-10-2023/,82782,173015,2023-05-10,2024-02-08T16:31:06Z,572,NA
Joe Biden,potus-approve,All polls,2023-05-04,2023-05-07,McLaughlin & Associates,2000,2000,lv,0.8372672655055472,45.1,54.8,42.419472328047405,53.0069449371756,NA,https://americasnewmajorityproject.com/large-majorities-americans-support-abortion-restrictions/,82850,173361,2023-05-19,2024-02-08T16:31:06Z,203,NA
Joe Biden,potus-approve,All polls,2023-05-01,2023-05-07,Morning Consult,7062,45000,a,1.4039495191663738,42,51,40.83794215693734,52.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82792,173111,2023-05-11,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-05-05,2023-05-07,Ipsos,1022,1022,a,0.598514342481721,40.27,54.43,39.66497890855344,54.56598807632937,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,82787,173095,2023-05-10,2024-02-08T16:31:06Z,154,NA
Joe Biden,potus-approve,All polls,2023-05-04,2023-05-05,RMG Research,1000,1000,rv,0.59203736110449,42,56,41.06566124056903,55.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83093,175002,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-05-03,2023-05-05,TIPP Insights,1480,1480,a,1.0185795900924786,43,49,43.16183059739699,53.87678297018339,NA,https://www.investors.com/politics/biden-approval-rating-slides-its-the-economy-ibd-tipp/,82753,172926,2023-05-08,2024-02-08T16:31:06Z,144,NA
Joe Biden,potus-approve,All polls,2023-05-02,2023-05-04,Spry Strategies,1250,1250,rv,0.9360932605028841,39.9,55.4,39.86516498632726,53.672293714490934,NA,https://www.spryresearch.com/_files/ugd/68c3dc_d5d08903d77e4c0e9e55de00a87cd69e.pdf,84315,182807,2023-10-04,2024-02-08T16:31:06Z,508,NA
Joe Biden,potus-approve,All polls,2023-05-02,2023-05-03,RMG Research,1000,1000,rv,0.8372672655055472,44,53,43.06566124056903,52.20613519412983,NA,https://justthenews.com/sites/default/files/2023-06/GCM23-0522%20Toplines%20-%202024.pdf,83094,175003,2023-06-26,2024-02-08T16:31:06Z,555,NA
Joe Biden,potus-approve,All polls,2023-04-27,2023-05-03,GQR,2112,2112,rv,1.216777215783412,44,56,40.20143294002172,55.6272516941237,NA,https://drive.google.com/file/d/1xtBi6FQ9Q7VuomoHFUocOnFX4JxW8B25/view?pli=1,83087,174994,2023-06-26,2024-02-08T16:31:06Z,126,NA
Joe Biden,potus-approve,All polls,2023-04-28,2023-05-03,ABC News/The Washington Post,1006,1006,a,0.8397753108602677,36,56,37.51245905198894,55.1475726093359,NA,https://www.washingtonpost.com/politics/2023/05/07/president-biden-post-abc-poll/,82751,172906,2023-05-07,2024-02-08T16:31:06Z,3,NA
Joe Biden,potus-approve,All polls,2023-04-27,2023-05-03,Rasmussen Reports,1500,1500,lv,0.4017366894249501,48,51,46.53591844812355,48.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82742,172730,2023-05-04,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-04-29,2023-05-02,Civiqs,1159,1159,rv,0.9013756670973491,38,54,40.11369502515275,52.24307850158388,NA,https://civiqs.com/reports/2023/5/3/report-americans-support-legal-access-to-abortion-pill,82747,172833,2023-05-05,2024-02-08T16:31:06Z,471,NA
Joe Biden,potus-approve,All polls,2023-04-28,2023-05-02,Change Research,1208,1208,rv,0.9202325252106995,42,56,41.32052887211619,52.06262951734382,NA,https://changeresearch.com/post/national-omnibus-poll/,82741,173379,2023-05-22,2024-02-08T16:31:06Z,48,NA
Joe Biden,potus-approve,All polls,2023-04-29,2023-05-02,YouGov,1500,1500,a,0.5920373611044899,44,49,43.811355686811886,49.72123388150526,NA,https://docs.cdn.yougov.com/cxqrokhwtq/econtoplines.pdf,82727,172637,2023-05-03,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-27,2023-05-01,Survey Center on American Life,6014,6014,a,1.4039495191663738,43,57,41.4270875876013,54.632481647837885,NA,https://www.americansurveycenter.org/research/the-2024-presidential-election-evolving-political-coalitions-and-familiar-partisan-divisions/,83124,175222,2023-06-29,2024-02-08T16:31:06Z,777,NA
Joe Biden,potus-approve,All polls,2023-04-27,2023-05-01,Premise,2044,2044,a,0.5821747760453315,35,55,40.44163680551032,52.68983723951729,NA,https://projects.fivethirtyeight.com/polls/20230502_US_Premise.pdf,82710,172579,2023-05-02,2024-02-08T16:31:06Z,709,NA
Joe Biden,potus-approve,All polls,2023-04-01,2023-04-30,ActiVote,926,926,rv,0.8056930276597212,39,55,39.84918488795206,54.58364925256151,NA,https://www.activote.net/the-lefts-disapproval-of-joe-biden/,84898,188104,2023-12-08,2024-02-08T16:31:06Z,721,NA
Joe Biden,potus-approve,All polls,2023-04-28,2023-04-30,The Winston Group,1000,1000,rv,0.8372672655055472,42,49,41.31175803172942,52.03823412968694,NA,https://www.winningtheissues.org/wp-content/uploads/2023/06/Winning-the-Issues-April-2023-National-Survey.pdf,83079,174970,2023-06-23,2024-02-08T16:31:06Z,385,NA
Joe Biden,potus-approve,All polls,2023-04-24,2023-04-30,Morning Consult,7062,45000,a,1.2845982950052202,42,51,40.83794215693734,52.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82734,172707,2023-05-04,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-04-25,2023-04-27,Echelon Insights,1012,1012,lv,0.8422758880401254,42,55,39.456457341040505,54.07751633289645,NA,https://echeloninsights.com/in-the-news/april-2023-omnibus/,82705,172552,2023-05-01,2024-02-08T16:31:06Z,407,NA
Joe Biden,potus-approve,All polls,2023-04-24,2023-04-27,McLaughlin & Associates,1000,1000,lv,0.8372672655055472,42,55,39.3194723280474,53.2069449371756,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-April-Presentation-1-RELEASE-04-28-23.pdf,82704,172534,2023-05-01,2024-02-08T16:31:06Z,203,NA
Joe Biden,potus-approve,All polls,2023-04-20,2023-04-26,Rasmussen Reports,1500,1500,lv,0.3064234725466066,51,49,49.53591844812355,46.263885742652384,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82696,172487,2023-04-27,2024-02-08T16:31:06Z,277,NA
Joe Biden,potus-approve,All polls,2023-04-03,2023-04-25,Gallup,1013,1013,a,0.8426919295019201,37,59,36.79488951266145,57.33058769233917,NA,https://news.gallup.com/poll/505202/biden-begins-reelection-bid-low-point-presidency.aspx,82698,172498,2023-04-27,2024-02-08T16:31:06Z,112,NA
Joe Biden,potus-approve,All polls,2023-04-24,2023-04-25,Emerson College,1100,1100,rv,0.8781333163454453,40.8,48.7,40.03959091667356,51.7975495259323,NA,https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,82688,172472,2023-04-27,2024-02-08T16:31:06Z,88,NA
Joe Biden,potus-approve,All polls,2023-04-22,2023-04-25,YouGov,1500,1500,a,0.5116657538173267,47,48,46.811355686811886,48.72123388150526,NA,https://docs.cdn.yougov.com/3nj07blz1x/econtoplines.pdf,82685,172390,2023-04-26,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-04-20,2023-04-24,co/efficient,1956,1956,lv,0.49485256241407366,35,54,37.485242315298464,53.05067848993837,NA,https://rollcall.com/2023/05/24/left-behind-polling-memo-shows-abortion-hurting-outlook-for-gop/,82889,173744,2023-05-25,2024-02-08T16:31:06Z,514,NA
Joe Biden,potus-approve,All polls,2023-04-20,2023-04-24,Global Strategy Group/GBAO (Navigator Research),1002,1002,rv,0.838104114555531,42,55,40.617537573578176,53.479448545358764,NA,https://navigatorresearch.org/americans-oppose-the-expulsion-of-tennessee-state-representatives/,82739,172718,2023-05-04,2024-02-08T16:31:06Z,413,NA
Joe Biden,potus-approve,All polls,2023-04-24,2023-04-24,Redfield & Wilton Strategies,1500,1500,rv,1.0254387894119787,43,48,44.64152069591837,55.10485415411968,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-24-april-2023/,82701,172516,2023-04-28,2024-02-08T16:31:06Z,562,NA
Joe Biden,potus-approve,All polls,2023-04-21,2023-04-24,Beacon Research/Shaw & Co. Research,1004,1004,rv,0.8389401288427469,44,55,41.25263505895304,53.27788606300432,NA,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-top-2024-republican-preference-desantis-slipping,82687,172422,2023-04-26,2024-02-08T16:31:06Z,103,NA
Joe Biden,potus-approve,All polls,2023-04-21,2023-04-24,Leger,1005,1005,a,0.593515609001386,45,54,44.10814210348787,53.106365787288375,NA,https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-april-25-2023/,82682,172351,2023-04-26,2024-02-08T16:31:06Z,572,NA
Joe Biden,potus-approve,All polls,2023-04-21,2023-04-24,YouGov,2093,2093,a,0.6044012236455987,41,59,40.811355686811886,59.72123388150526,NA,https://www.cbsnews.com/news/democrats-biden-reelection-bid-acceptance-more-than-excitement-poll-2023-04-24/,82672,172283,2023-04-25,2024-02-08T16:31:06Z,391,NA
Joe Biden,potus-approve,All polls,2023-04-21,2023-04-24,Ipsos,1005,1005,a,0.593515609001386,41,54,40.39497890855343,54.13598807632937,NA,https://www.ipsos.com/en-us/desantis-trails-far-behind-trump-republican-support-2024-presidential-nomination,82663,172347,2023-04-25,2024-02-08T16:31:06Z,154,NA
Joe Biden,potus-approve,All polls,2023-04-17,2023-04-23,Morning Consult,7062,45000,a,1.1124947571326973,42,51,40.83794215693734,52.30701675481787,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82691,172467,2023-04-27,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-04-21,2023-04-23,Morning Consult,7062,9085,rv,1.1124947571326973,43,55,40.83794215693734,55.668192611813865,NA,https://morningconsult.com/2023/04/25/biden-reelection-campaign-trump-approval-ratings/,82679,172326,2023-04-25,2024-02-08T16:31:06Z,218,NA
Joe Biden,potus-approve,All polls,2023-04-19,2023-04-23,Big Village,2019,2019,a,1.1896857823720213,38.5,52.6,39.29723567581121,54.02328083309514,NA,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/04/Big-Village-Political-Poll-04.24.2023.pdf,82677,172300,2023-04-25,2024-02-08T16:31:06Z,37,NA
Joe Biden,potus-approve,All polls,2023-04-17,2023-04-20,American Research Group,1100,1100,a,0.8781333163454453,43,51,42.06943089292441,51.51230483845549,NA,https://americanresearchgroup.com/,82652,172207,2023-04-21,2024-02-08T16:31:06Z,9,NA
Joe Biden,potus-approve,All polls,2023-04-17,2023-04-19,Marist College,1291,1291,a,0.9513213273065484,41,50,40.74545368808445,51.18784830788141,NA,https://maristpoll.marist.edu/polls/a-second-trump-presidency/,82680,172330,2023-04-25,2024-02-08T16:31:06Z,183,NA
Joe Biden,potus-approve,All polls,2023-04-18,2023-04-19,Harris Insights & Analytics,1845,1845,rv,1.137266632906183,43,54,40.35202398258512,53.974175800068444,NA,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,82650,172203,2023-04-21,2024-02-08T16:31:06Z,133,NA
